network,step,opening,n_moves,mean_lc0_prob,var_lc0_prob,mean_human_prob,var_human_prob,nll
48x5_20260522_lr1e-9,280,"Italian Game: Classical Variation, Center Attack",16,0.478633,0.11833,0.428088,0.023157,4.093592
48x5_20260522_lr1e-9,280,"Italian Game: Classical Variation, Giuoco Pianissimo",35,0.32525,0.083722,0.346306,0.017855,4.640635
48x5_20260522_lr1e-9,280,"Italian Game: Giuoco Pianissimo, Normal",27,0.322252,0.062527,0.349352,0.016064,4.301096
48x5_20260522_lr1e-9,280,Italian Game: Giuoco Piano,22,0.346308,0.106267,0.369313,0.020547,5.776424
48x5_20260522_lr1e-9,280,"Italian Game: Two Knights Defense, Knight Attack, Normal Variation",25,0.437538,0.161124,0.444001,0.080385,5.207962
48x5_20260522_lr1e-9,280,"Italian Game: Two Knights Defense, Modern Bishop's Opening",31,0.305871,0.06079,0.299176,0.015923,4.019473
48x5_20260522_lr1e-9,280,"Italian Game: Two Knights Defense, Traxler Counterattack, Bishop Sacrifice Line",22,0.228844,0.075756,0.323835,0.020155,7.031802
48x5_20260522_lr1e-9,280,"Italian Game: Two Knights Defense, Traxler Counterattack, Knight Sacrifice Line",22,0.35647,0.128681,0.372124,0.029836,5.922616
48x5_20260522_lr1e-9,280,King's Indian Defense,10,0.363985,0.077336,0.405792,0.040393,4.424642
48x5_20260522_lr1e-9,280,King's Indian Defense: Fianchetto Variation,22,0.282335,0.053115,0.441064,0.108347,5.107297
48x5_20260522_lr1e-9,280,"King's Indian Defense: Fianchetto Variation, Delayed Fianchetto",16,0.247815,0.062671,0.291299,0.054513,6.625759
48x5_20260522_lr1e-9,280,King's Indian Defense: Four Pawns Attack,9,0.371892,0.067928,0.459675,0.05215,3.019723
48x5_20260522_lr1e-9,280,King's Indian Defense: Normal Variation,10,0.346812,0.045475,0.400227,0.041976,2.788746
48x5_20260522_lr1e-9,280,"King's Indian Defense: Normal Variation, King's Knight Variation",18,0.359394,0.09704,0.414267,0.048594,4.063547
48x5_20260522_lr1e-9,280,"King's Indian Defense: Normal Variation, Rare Defenses",24,0.3927,0.06111,0.43958,0.049356,2.434403
48x5_20260522_lr1e-9,280,King's Indian Defense: Smyslov Variation,21,0.326217,0.081707,0.407008,0.054143,3.792848
48x5_20260522_lr1e-9,280,London System,29,0.297005,0.078775,0.341028,0.051066,5.878034
48x5_20260522_lr1e-9,280,"London System, with Bd3",13,0.30429,0.060027,0.399965,0.07114,5.058085
48x5_20260522_lr1e-9,280,"London System, with Be2",13,0.296999,0.061802,0.383035,0.07741,5.099546
48x5_20260522_lr1e-9,280,Neo-Grünfeld Defense: with Nf3,24,0.376308,0.111444,0.320509,0.051207,5.290703
48x5_20260522_lr1e-9,280,Nimzo-Indian Defense,21,0.290243,0.039189,0.272688,0.013207,2.923236
48x5_20260522_lr1e-9,280,Nimzo-Indian Defense: Classical Variation,10,0.269829,0.074436,0.336314,0.019322,6.324309
48x5_20260522_lr1e-9,280,"Nimzo-Indian Defense: Classical Variation, Berlin Variation",10,0.363785,0.065372,0.339277,0.020024,2.809633
48x5_20260522_lr1e-9,280,Nimzo-Indian Defense: Three Knights Variation,30,0.305437,0.089418,0.326212,0.067083,4.146657
48x5_20260522_lr1e-9,280,Petrov's Defense: Italian Variation,20,0.375657,0.138251,0.314097,0.012347,6.936374
48x5_20260522_lr1e-9,280,Philidor Defense,51,0.309791,0.10348,0.3688,0.063277,6.506351
48x5_20260522_lr1e-9,280,Philidor Defense: Exchange Variation,20,0.409398,0.06197,0.372259,0.040539,1.950244
48x5_20260522_lr1e-9,280,Queen's Gambit Accepted,33,0.297204,0.096803,0.340622,0.036558,6.849619
48x5_20260522_lr1e-9,280,Queen's Gambit Accepted: Old Variation,34,0.383225,0.102047,0.377624,0.054529,4.102396
48x5_20260522_lr1e-9,280,Queen's Gambit Declined,38,0.314321,0.062751,0.336386,0.029532,4.332947
48x5_20260522_lr1e-9,280,Queen's Gambit Declined: Harrwitz Attack,34,0.407036,0.020906,0.334187,0.015322,0.960349
48x5_20260522_lr1e-9,280,Queen's Gambit Declined: Modern Variation,19,0.389815,0.037907,0.329033,0.019593,1.067347
48x5_20260522_lr1e-9,280,Queen's Gambit Declined: Ragozin Defense,39,0.385318,0.021148,0.329671,0.017334,1.019649
48x5_20260522_lr1e-9,280,Queen's Gambit Declined: Three Knights Variation,34,0.386641,0.025184,0.359526,0.014769,1.031715
48x5_20260522_lr1e-9,280,"Queen's Gambit Declined: Three Knights, Vienna Variation",9,0.146745,0.023034,0.303791,0.005946,7.261136
48x5_20260522_lr1e-9,280,"Queen's Gambit Declined: Vienna Variation, Quiet Variation",14,0.222988,0.038811,0.263161,0.008344,5.102818
48x5_20260522_lr1e-9,280,Queen's Pawn Game: Accelerated London System,98,0.29509,0.049801,0.320097,0.018738,2.383338
48x5_20260522_lr1e-9,280,Queen's Pawn Game: London System,35,0.296569,0.038467,0.323223,0.028665,1.981208
48x5_20260522_lr1e-9,280,"Ruy Lopez: Berlin Defense, Improved Steinitz Defense",10,0.426905,0.061828,0.373112,0.028875,4.216827
48x5_20260522_lr1e-9,280,Ruy Lopez: Exchange Variation,9,0.528086,0.104802,0.467343,0.036089,2.763424
48x5_20260522_lr1e-9,280,"Ruy Lopez: Exchange Variation, Lutikov Variation",10,0.481186,0.076094,0.401795,0.027337,2.508704
48x5_20260522_lr1e-9,280,"Ruy Lopez: Exchange Variation, Normal Variation",9,0.581726,0.074866,0.473418,0.034082,2.46253
48x5_20260522_lr1e-9,280,Ruy Lopez: Morphy Defense,9,0.419577,0.063152,0.497945,0.022661,4.595754
48x5_20260522_lr1e-9,280,"Ruy Lopez: Morphy Defense, Anderssen Variation",9,0.37328,0.072852,0.453968,0.026772,4.794839
48x5_20260522_lr1e-9,280,"Ruy Lopez: Morphy Defense, Caro Variation",10,0.407619,0.112123,0.460445,0.07087,5.978247
48x5_20260522_lr1e-9,280,Ruy Lopez: Steinitz Defense,17,0.369906,0.077606,0.371974,0.05218,4.96058
48x5_20260522_lr1e-9,280,Semi-Slav Defense,14,0.274468,0.042141,0.367238,0.0222,3.763474
48x5_20260522_lr1e-9,280,Semi-Slav Defense: Accelerated Move Order,17,0.317284,0.071139,0.33232,0.02061,5.145213
48x5_20260522_lr1e-9,280,Semi-Slav Defense: Main Line,17,0.410722,0.069268,0.323265,0.020431,2.979905
48x5_20260522_lr1e-9,280,Sicilian Defense,10,0.438926,0.098988,0.479263,0.074454,2.678941
48x5_20260522_lr1e-9,280,Sicilian Defense: Chekhover Variation,13,0.39584,0.072709,0.409734,0.052242,2.388992
48x5_20260522_lr1e-9,280,Sicilian Defense: Closed,66,0.329686,0.103689,0.361892,0.055075,6.046448
48x5_20260522_lr1e-9,280,"Sicilian Defense: Closed, Traditional",34,0.405092,0.132223,0.3396,0.063751,5.516911
48x5_20260522_lr1e-9,280,Sicilian Defense: Franco-Sicilian Variation,20,0.386349,0.106539,0.384879,0.075675,5.209676
48x5_20260522_lr1e-9,280,Sicilian Defense: Grand Prix Attack,35,0.409148,0.109886,0.377194,0.063665,3.545161
48x5_20260522_lr1e-9,280,Sicilian Defense: Löwenthal Variation,10,0.513636,0.079639,0.501852,0.056042,0.919242
48x5_20260522_lr1e-9,280,Sicilian Defense: Modern Variations,35,0.304983,0.077954,0.311342,0.025573,5.123075
48x5_20260522_lr1e-9,280,"Sicilian Defense: Modern Variations, Anti-Qxd4 Move Order",17,0.398219,0.119434,0.38408,0.073125,4.996734
48x5_20260522_lr1e-9,280,"Sicilian Defense: Modern Variations, Anti-Qxd4 Move Order Accepted",10,0.39798,0.060481,0.391511,0.061378,1.118712
48x5_20260522_lr1e-9,280,"Sicilian Defense: Modern Variations, Main Line",10,0.4662,0.072643,0.567433,0.085864,1.000966
48x5_20260522_lr1e-9,280,Sicilian Defense: Old Sicilian,35,0.368017,0.07899,0.32401,0.04858,4.431687
48x5_20260522_lr1e-9,280,Sicilian Defense: Open,17,0.479501,0.089083,0.45994,0.088346,1.901588
48x5_20260522_lr1e-9,280,Sicilian Defense: Taimanov Variation,9,0.577584,0.054594,0.45596,0.071935,0.644661
48x5_20260522_lr1e-9,290,Bishop's Opening,35,0.287984,0.128163,0.352661,0.054265,8.473276
48x5_20260522_lr1e-9,290,Bishop's Opening: Berlin Defense,28,0.356296,0.106342,0.308934,0.012975,5.372098
48x5_20260522_lr1e-9,290,Bogo-Indian Defense: Exchange Variation,18,0.426065,0.06584,0.347724,0.024347,1.053044
48x5_20260522_lr1e-9,290,Bogo-Indian Defense: Nimzowitsch Variation,18,0.309517,0.081168,0.301482,0.012573,4.988627
48x5_20260522_lr1e-9,290,Catalan Opening: Closed,24,0.379011,0.051641,0.379432,0.059839,3.11517
48x5_20260522_lr1e-9,290,Grünfeld Defense,10,0.395671,0.14457,0.346147,0.059713,6.071688
48x5_20260522_lr1e-9,290,Grünfeld Defense: Exchange Variation,10,0.483171,0.109077,0.436404,0.082957,2.561404
48x5_20260522_lr1e-9,290,Grünfeld Defense: Three Knights Variation,30,0.316349,0.109285,0.330739,0.060153,6.787522
48x5_20260522_lr1e-9,290,"Grünfeld Defense: Three Knights Variation, Petrosian System",21,0.246171,0.061815,0.377614,0.068151,4.677634
48x5_20260522_lr1e-9,290,Indian Defense: Anti-Nimzo-Indian,22,0.310094,0.055923,0.274575,0.03745,4.258799
48x5_20260522_lr1e-9,290,Indian Defense: London System,35,0.331495,0.076207,0.350224,0.05641,4.090204
48x5_20260522_lr1e-9,290,Italian Game: Classical Variation,18,0.38644,0.091688,0.364866,0.031454,4.753601
48x5_20260522_lr1e-9,290,"Italian Game: Classical Variation, Albin Gambit",16,0.335369,0.090641,0.380332,0.028566,6.354738
48x5_20260522_lr1e-9,290,"Italian Game: Classical Variation, Center Attack",16,0.500483,0.126107,0.428088,0.023157,4.973986
48x5_20260522_lr1e-9,290,"Italian Game: Classical Variation, Giuoco Pianissimo",35,0.332876,0.08923,0.346306,0.017855,5.918689
48x5_20260522_lr1e-9,290,"Italian Game: Giuoco Pianissimo, Normal",27,0.332393,0.067831,0.349352,0.016064,4.852352
48x5_20260522_lr1e-9,290,Italian Game: Giuoco Piano,22,0.364243,0.109788,0.369313,0.020547,6.392056
48x5_20260522_lr1e-9,290,"Italian Game: Two Knights Defense, Knight Attack, Normal Variation",25,0.440486,0.166348,0.444001,0.080385,6.444687
48x5_20260522_lr1e-9,290,"Italian Game: Two Knights Defense, Modern Bishop's Opening",31,0.317401,0.070026,0.299176,0.015923,4.524347
48x5_20260522_lr1e-9,290,"Italian Game: Two Knights Defense, Traxler Counterattack, Bishop Sacrifice Line",22,0.231785,0.083247,0.323835,0.020155,8.447709
48x5_20260522_lr1e-9,290,"Italian Game: Two Knights Defense, Traxler Counterattack, Knight Sacrifice Line",22,0.360229,0.13565,0.372124,0.029836,7.327561
48x5_20260522_lr1e-9,290,King's Indian Defense,10,0.368079,0.083344,0.405792,0.040393,4.416004
48x5_20260522_lr1e-9,290,King's Indian Defense: Fianchetto Variation,22,0.281938,0.057579,0.441064,0.108347,5.133911
48x5_20260522_lr1e-9,290,"King's Indian Defense: Fianchetto Variation, Delayed Fianchetto",16,0.235581,0.061394,0.291299,0.054513,6.680256
48x5_20260522_lr1e-9,290,King's Indian Defense: Four Pawns Attack,9,0.374162,0.081497,0.459675,0.05215,3.075798
48x5_20260522_lr1e-9,290,King's Indian Defense: Normal Variation,10,0.326745,0.057508,0.400227,0.041976,2.904316
48x5_20260522_lr1e-9,290,"King's Indian Defense: Normal Variation, King's Knight Variation",18,0.34995,0.094982,0.414267,0.048594,4.116014
48x5_20260522_lr1e-9,290,"King's Indian Defense: Normal Variation, Rare Defenses",24,0.38716,0.067052,0.43958,0.049356,2.471794
48x5_20260522_lr1e-9,290,King's Indian Defense: Smyslov Variation,21,0.320036,0.085734,0.407008,0.054143,3.835157
48x5_20260522_lr1e-9,290,London System,29,0.303635,0.086273,0.341028,0.051066,5.882113
48x5_20260522_lr1e-9,290,"London System, with Bd3",13,0.319071,0.064596,0.399965,0.07114,5.020158
48x5_20260522_lr1e-9,290,"London System, with Be2",13,0.303742,0.068899,0.383035,0.07741,5.112771
48x5_20260522_lr1e-9,290,Neo-Grünfeld Defense: with Nf3,24,0.365801,0.100637,0.320509,0.051207,5.292323
48x5_20260522_lr1e-9,290,Nimzo-Indian Defense,21,0.306874,0.040993,0.272688,0.013207,2.870884
48x5_20260522_lr1e-9,290,Nimzo-Indian Defense: Classical Variation,10,0.281577,0.076139,0.336314,0.019322,6.28028
48x5_20260522_lr1e-9,290,"Nimzo-Indian Defense: Classical Variation, Berlin Variation",10,0.373799,0.059514,0.339277,0.020024,2.757087
48x5_20260522_lr1e-9,290,Nimzo-Indian Defense: Three Knights Variation,30,0.31135,0.090341,0.326212,0.067083,4.128987
48x5_20260522_lr1e-9,290,Petrov's Defense: Italian Variation,20,0.369169,0.141909,0.314097,0.012347,7.750561
48x5_20260522_lr1e-9,290,Philidor Defense,51,0.308303,0.110985,0.3688,0.063277,7.442167
48x5_20260522_lr1e-9,290,Philidor Defense: Exchange Variation,20,0.422359,0.065986,0.372259,0.040539,1.18759
48x5_20260522_lr1e-9,290,Queen's Gambit Accepted,33,0.28979,0.091406,0.340622,0.036558,7.331123
48x5_20260522_lr1e-9,290,Queen's Gambit Accepted: Old Variation,34,0.375202,0.101098,0.377624,0.054529,4.140722
48x5_20260522_lr1e-9,290,Queen's Gambit Declined,38,0.311928,0.056589,0.336386,0.029532,4.306995
48x5_20260522_lr1e-9,290,Queen's Gambit Declined: Harrwitz Attack,34,0.408044,0.02197,0.334187,0.015322,0.955746
48x5_20260522_lr1e-9,290,Queen's Gambit Declined: Modern Variation,19,0.390796,0.038532,0.329033,0.019593,1.050707
48x5_20260522_lr1e-9,290,Queen's Gambit Declined: Ragozin Defense,39,0.388896,0.022211,0.329671,0.017334,1.009322
48x5_20260522_lr1e-9,290,Queen's Gambit Declined: Three Knights Variation,34,0.388169,0.025784,0.359526,0.014769,1.022931
48x5_20260522_lr1e-9,290,"Queen's Gambit Declined: Three Knights, Vienna Variation",9,0.1344,0.02239,0.303791,0.005946,7.338152
48x5_20260522_lr1e-9,290,"Queen's Gambit Declined: Vienna Variation, Quiet Variation",14,0.208191,0.048812,0.263161,0.008344,6.340153
48x5_20260522_lr1e-9,290,Queen's Pawn Game: Accelerated London System,98,0.283155,0.043736,0.320097,0.018738,2.407682
48x5_20260522_lr1e-9,290,Queen's Pawn Game: London System,35,0.292794,0.040555,0.323223,0.028665,2.451661
48x5_20260522_lr1e-9,290,"Ruy Lopez: Berlin Defense, Improved Steinitz Defense",10,0.433706,0.066505,0.373112,0.028875,4.208777
48x5_20260522_lr1e-9,290,Ruy Lopez: Exchange Variation,9,0.533178,0.105016,0.467343,0.036089,2.742851
48x5_20260522_lr1e-9,290,"Ruy Lopez: Exchange Variation, Lutikov Variation",10,0.501014,0.074897,0.401795,0.027337,2.460562
48x5_20260522_lr1e-9,290,"Ruy Lopez: Exchange Variation, Normal Variation",9,0.588733,0.074739,0.473418,0.034082,2.449623
48x5_20260522_lr1e-9,290,Ruy Lopez: Morphy Defense,9,0.425201,0.065619,0.497945,0.022661,4.586151
48x5_20260522_lr1e-9,290,"Ruy Lopez: Morphy Defense, Anderssen Variation",9,0.378904,0.07584,0.453968,0.026772,4.785236
48x5_20260522_lr1e-9,290,"Ruy Lopez: Morphy Defense, Caro Variation",10,0.412681,0.114468,0.460445,0.07087,5.969604
48x5_20260522_lr1e-9,290,Ruy Lopez: Steinitz Defense,17,0.379679,0.082788,0.371974,0.05218,4.949276
48x5_20260522_lr1e-9,290,Semi-Slav Defense,14,0.281498,0.047601,0.367238,0.0222,3.738852
48x5_20260522_lr1e-9,290,Semi-Slav Defense: Accelerated Move Order,17,0.329445,0.077525,0.33232,0.02061,5.118288
48x5_20260522_lr1e-9,290,Semi-Slav Defense: Main Line,17,0.396719,0.058129,0.323265,0.020431,2.972114
48x5_20260522_lr1e-9,290,Sicilian Defense,10,0.440627,0.09976,0.479263,0.074454,2.684081
48x5_20260522_lr1e-9,290,Sicilian Defense: Chekhover Variation,13,0.401224,0.058271,0.409734,0.052242,2.311622
48x5_20260522_lr1e-9,290,Sicilian Defense: Closed,66,0.340167,0.110102,0.361892,0.055075,6.2711
48x5_20260522_lr1e-9,290,"Sicilian Defense: Closed, Traditional",34,0.391322,0.122896,0.3396,0.063751,5.507946
48x5_20260522_lr1e-9,290,Sicilian Defense: Franco-Sicilian Variation,20,0.38135,0.108436,0.384879,0.075675,5.240096
48x5_20260522_lr1e-9,290,Sicilian Defense: Grand Prix Attack,35,0.409765,0.107754,0.377194,0.063665,4.408455
48x5_20260522_lr1e-9,290,Sicilian Defense: Löwenthal Variation,10,0.511571,0.08922,0.501852,0.056042,0.972851
48x5_20260522_lr1e-9,290,Sicilian Defense: Modern Variations,35,0.307285,0.078565,0.311342,0.025573,5.14378
48x5_20260522_lr1e-9,290,"Sicilian Defense: Modern Variations, Anti-Qxd4 Move Order",17,0.398014,0.125014,0.38408,0.073125,5.022904
48x5_20260522_lr1e-9,290,"Sicilian Defense: Modern Variations, Anti-Qxd4 Move Order Accepted",10,0.396623,0.06603,0.391511,0.061378,1.157447
48x5_20260522_lr1e-9,290,"Sicilian Defense: Modern Variations, Main Line",10,0.477057,0.069222,0.567433,0.085864,0.960499
48x5_20260522_lr1e-9,290,Sicilian Defense: Old Sicilian,35,0.38238,0.094588,0.32401,0.04858,4.445651
48x5_20260522_lr1e-9,290,Sicilian Defense: Open,17,0.469809,0.094473,0.45994,0.088346,1.946257
48x5_20260522_lr1e-9,290,Sicilian Defense: Taimanov Variation,9,0.57658,0.056043,0.45596,0.071935,0.647359
48x5_20260522_lr1e-9,300,Bishop's Opening,35,0.289871,0.12743,0.352661,0.054265,8.46291
48x5_20260522_lr1e-9,300,Bishop's Opening: Berlin Defense,28,0.349174,0.100327,0.308934,0.012975,5.388441
48x5_20260522_lr1e-9,300,Bogo-Indian Defense: Exchange Variation,18,0.442041,0.07766,0.347724,0.024347,1.043567
48x5_20260522_lr1e-9,300,Bogo-Indian Defense: Nimzowitsch Variation,18,0.305014,0.102327,0.301482,0.012573,5.978409
48x5_20260522_lr1e-9,300,Catalan Opening: Closed,24,0.387812,0.051833,0.379432,0.059839,3.094322
48x5_20260522_lr1e-9,300,Grünfeld Defense,10,0.38781,0.140593,0.346147,0.059713,6.090974
48x5_20260522_lr1e-9,300,Grünfeld Defense: Exchange Variation,10,0.47281,0.106691,0.436404,0.082957,2.587018
48x5_20260522_lr1e-9,300,Grünfeld Defense: Three Knights Variation,30,0.324062,0.109866,0.330739,0.060153,6.759709
48x5_20260522_lr1e-9,300,"Grünfeld Defense: Three Knights Variation, Petrosian System",21,0.252926,0.05846,0.377614,0.068151,4.632951
48x5_20260522_lr1e-9,300,Indian Defense: Anti-Nimzo-Indian,22,0.324564,0.063616,0.274575,0.03745,4.23358
48x5_20260522_lr1e-9,300,Indian Defense: London System,35,0.330417,0.068914,0.350224,0.05641,4.084955
48x5_20260522_lr1e-9,300,Italian Game: Classical Variation,18,0.378092,0.093098,0.364866,0.031454,4.806986
48x5_20260522_lr1e-9,300,"Italian Game: Classical Variation, Albin Gambit",16,0.332384,0.09938,0.380332,0.028566,6.412121
48x5_20260522_lr1e-9,300,"Italian Game: Classical Variation, Center Attack",16,0.490676,0.130973,0.428088,0.023157,5.037501
48x5_20260522_lr1e-9,300,"Italian Game: Classical Variation, Giuoco Pianissimo",35,0.330567,0.090645,0.346306,0.017855,5.942729
48x5_20260522_lr1e-9,300,"Italian Game: Giuoco Pianissimo, Normal",27,0.325556,0.069295,0.349352,0.016064,4.895738
48x5_20260522_lr1e-9,300,Italian Game: Giuoco Piano,22,0.353939,0.118631,0.369313,0.020547,6.477015
48x5_20260522_lr1e-9,300,"Italian Game: Two Knights Defense, Knight Attack, Normal Variation",25,0.434126,0.169731,0.444001,0.080385,7.071359
48x5_20260522_lr1e-9,300,"Italian Game: Two Knights Defense, Modern Bishop's Opening",31,0.315508,0.069289,0.299176,0.015923,4.533661
48x5_20260522_lr1e-9,300,"Italian Game: Two Knights Defense, Traxler Counterattack, Bishop Sacrifice Line",22,0.225739,0.083668,0.323835,0.020155,9.137353
48x5_20260522_lr1e-9,300,"Italian Game: Two Knights Defense, Traxler Counterattack, Knight Sacrifice Line",22,0.351821,0.13693,0.372124,0.029836,8.040938
48x5_20260522_lr1e-9,300,King's Indian Defense,10,0.377502,0.079437,0.405792,0.040393,4.389001
48x5_20260522_lr1e-9,300,King's Indian Defense: Fianchetto Variation,22,0.296184,0.059465,0.441064,0.108347,5.06378
48x5_20260522_lr1e-9,300,"King's Indian Defense: Fianchetto Variation, Delayed Fianchetto",16,0.233046,0.056539,0.291299,0.054513,6.641801
48x5_20260522_lr1e-9,300,King's Indian Defense: Four Pawns Attack,9,0.370969,0.076546,0.459675,0.05215,3.083948
48x5_20260522_lr1e-9,300,King's Indian Defense: Normal Variation,10,0.321376,0.04871,0.400227,0.041976,2.901115
48x5_20260522_lr1e-9,300,"King's Indian Defense: Normal Variation, King's Knight Variation",18,0.360393,0.101131,0.414267,0.048594,4.07112
48x5_20260522_lr1e-9,300,"King's Indian Defense: Normal Variation, Rare Defenses",24,0.399849,0.070595,0.43958,0.049356,2.430481
48x5_20260522_lr1e-9,300,King's Indian Defense: Smyslov Variation,21,0.34009,0.090676,0.407008,0.054143,3.752602
48x5_20260522_lr1e-9,300,London System,29,0.290165,0.077148,0.341028,0.051066,6.43996
48x5_20260522_lr1e-9,300,"London System, with Bd3",13,0.321038,0.063371,0.399965,0.07114,5.002748
48x5_20260522_lr1e-9,300,"London System, with Be2",13,0.292238,0.071009,0.383035,0.07741,5.193895
48x5_20260522_lr1e-9,300,Neo-Grünfeld Defense: with Nf3,24,0.362694,0.104231,0.320509,0.051207,5.305418
48x5_20260522_lr1e-9,300,Nimzo-Indian Defense,21,0.318113,0.045071,0.272688,0.013207,2.847975
48x5_20260522_lr1e-9,300,Nimzo-Indian Defense: Classical Variation,10,0.287548,0.07209,0.336314,0.019322,4.686298
48x5_20260522_lr1e-9,300,"Nimzo-Indian Defense: Classical Variation, Berlin Variation",10,0.366822,0.057332,0.339277,0.020024,2.763137
48x5_20260522_lr1e-9,300,Nimzo-Indian Defense: Three Knights Variation,30,0.319166,0.091914,0.326212,0.067083,4.105499
48x5_20260522_lr1e-9,300,Petrov's Defense: Italian Variation,20,0.369444,0.142381,0.314097,0.012347,7.759297
48x5_20260522_lr1e-9,300,Philidor Defense,51,0.308386,0.113053,0.3688,0.063277,7.453908
48x5_20260522_lr1e-9,300,Philidor Defense: Exchange Variation,20,0.425333,0.070342,0.372259,0.040539,1.198947
