network,step,opening,n_moves,mean_lc0_prob,var_lc0_prob,mean_human_prob,var_human_prob,nll
48x5_20260522_lr1e-9,250,King's Indian Defense,10,0.360681,0.081863,0.405792,0.040393,4.438158
48x5_20260522_lr1e-9,250,King's Indian Defense: Fianchetto Variation,22,0.280032,0.056493,0.441064,0.108347,5.132173
48x5_20260522_lr1e-9,250,"King's Indian Defense: Fianchetto Variation, Delayed Fianchetto",16,0.235802,0.061007,0.291299,0.054513,6.671748
48x5_20260522_lr1e-9,250,King's Indian Defense: Four Pawns Attack,9,0.361874,0.072024,0.459675,0.05215,3.07846
48x5_20260522_lr1e-9,250,King's Indian Defense: Normal Variation,10,0.341392,0.050917,0.400227,0.041976,2.817774
48x5_20260522_lr1e-9,250,"King's Indian Defense: Normal Variation, King's Knight Variation",18,0.35114,0.095812,0.414267,0.048594,4.100118
48x5_20260522_lr1e-9,250,"King's Indian Defense: Normal Variation, Rare Defenses",24,0.381955,0.062282,0.43958,0.049356,2.470843
48x5_20260522_lr1e-9,250,King's Indian Defense: Smyslov Variation,21,0.320062,0.082637,0.407008,0.054143,3.796761
48x5_20260522_lr1e-9,250,London System,29,0.293988,0.078653,0.341028,0.051066,5.891004
48x5_20260522_lr1e-9,250,"London System, with Bd3",13,0.297716,0.055935,0.399965,0.07114,5.066865
48x5_20260522_lr1e-9,250,"London System, with Be2",13,0.288359,0.058004,0.383035,0.07741,5.118798
48x5_20260522_lr1e-9,250,Neo-Grünfeld Defense: with Nf3,24,0.363755,0.102454,0.320509,0.051207,5.321248
48x5_20260522_lr1e-9,250,Nimzo-Indian Defense,21,0.287112,0.039429,0.272688,0.013207,2.935439
48x5_20260522_lr1e-9,250,Nimzo-Indian Defense: Classical Variation,10,0.276667,0.07327,0.336314,0.019322,6.287537
48x5_20260522_lr1e-9,250,"Nimzo-Indian Defense: Classical Variation, Berlin Variation",10,0.365556,0.063098,0.339277,0.020024,2.812587
48x5_20260522_lr1e-9,250,Nimzo-Indian Defense: Three Knights Variation,30,0.312254,0.088719,0.326212,0.067083,4.113483
48x5_20260522_lr1e-9,250,Petrov's Defense: Italian Variation,20,0.37381,0.144368,0.314097,0.012347,7.751999
48x5_20260522_lr1e-9,250,Philidor Defense,51,0.310482,0.110815,0.3688,0.063277,7.433063
48x5_20260522_lr1e-9,250,Philidor Defense: Exchange Variation,20,0.427944,0.068649,0.372259,0.040539,1.179705
48x5_20260522_lr1e-9,250,Queen's Gambit Accepted,33,0.286523,0.093596,0.340622,0.036558,6.883325
48x5_20260522_lr1e-9,250,Queen's Gambit Accepted: Old Variation,34,0.366068,0.097387,0.377624,0.054529,4.611294
48x5_20260522_lr1e-9,250,Queen's Gambit Declined,38,0.315964,0.055666,0.336386,0.029532,4.28671
48x5_20260522_lr1e-9,250,Queen's Gambit Declined: Harrwitz Attack,34,0.404155,0.020882,0.334187,0.015322,0.962346
48x5_20260522_lr1e-9,250,Queen's Gambit Declined: Modern Variation,19,0.392247,0.037874,0.329033,0.019593,1.042004
48x5_20260522_lr1e-9,250,Queen's Gambit Declined: Ragozin Defense,39,0.386286,0.020774,0.329671,0.017334,1.011366
48x5_20260522_lr1e-9,250,Queen's Gambit Declined: Three Knights Variation,34,0.385089,0.024459,0.359526,0.014769,1.026914
48x5_20260522_lr1e-9,250,"Queen's Gambit Declined: Three Knights, Vienna Variation",9,0.136978,0.022196,0.303791,0.005946,7.311543
48x5_20260522_lr1e-9,250,"Queen's Gambit Declined: Vienna Variation, Quiet Variation",14,0.194376,0.036279,0.263161,0.008344,6.374936
48x5_20260522_lr1e-9,250,Queen's Pawn Game: Accelerated London System,98,0.302803,0.058797,0.320097,0.018738,2.679007
48x5_20260522_lr1e-9,250,Queen's Pawn Game: London System,35,0.288881,0.043129,0.323223,0.028665,2.460434
48x5_20260522_lr1e-9,250,"Ruy Lopez: Berlin Defense, Improved Steinitz Defense",10,0.422875,0.061004,0.373112,0.028875,4.223599
48x5_20260522_lr1e-9,250,Ruy Lopez: Exchange Variation,9,0.53333,0.105736,0.467343,0.036089,2.757623
48x5_20260522_lr1e-9,250,"Ruy Lopez: Exchange Variation, Lutikov Variation",10,0.501663,0.075077,0.401795,0.027337,2.459547
48x5_20260522_lr1e-9,250,"Ruy Lopez: Exchange Variation, Normal Variation",9,0.592589,0.074571,0.473418,0.034082,2.442822
48x5_20260522_lr1e-9,250,Ruy Lopez: Morphy Defense,9,0.425922,0.065928,0.497945,0.022661,4.585023
48x5_20260522_lr1e-9,250,"Ruy Lopez: Morphy Defense, Anderssen Variation",9,0.379626,0.076215,0.453968,0.026772,4.784108
48x5_20260522_lr1e-9,250,"Ruy Lopez: Morphy Defense, Caro Variation",10,0.41333,0.114762,0.460445,0.07087,5.968589
48x5_20260522_lr1e-9,250,Ruy Lopez: Steinitz Defense,17,0.376211,0.080801,0.371974,0.05218,4.951165
48x5_20260522_lr1e-9,250,Semi-Slav Defense,14,0.279675,0.046228,0.367238,0.0222,3.739752
48x5_20260522_lr1e-9,250,Semi-Slav Defense: Accelerated Move Order,17,0.327667,0.07946,0.33232,0.02061,5.135318
48x5_20260522_lr1e-9,250,Semi-Slav Defense: Main Line,17,0.394266,0.057802,0.323265,0.020431,2.984591
48x5_20260522_lr1e-9,250,Sicilian Defense,10,0.432053,0.098547,0.479263,0.074454,2.693286
48x5_20260522_lr1e-9,250,Sicilian Defense: Chekhover Variation,13,0.394663,0.060792,0.409734,0.052242,2.358848
48x5_20260522_lr1e-9,250,Sicilian Defense: Closed,66,0.329526,0.105108,0.361892,0.055075,6.525733
48x5_20260522_lr1e-9,250,"Sicilian Defense: Closed, Traditional",34,0.399614,0.1272,0.3396,0.063751,5.506424
48x5_20260522_lr1e-9,250,Sicilian Defense: Franco-Sicilian Variation,20,0.384431,0.106745,0.384879,0.075675,5.216596
48x5_20260522_lr1e-9,250,Sicilian Defense: Grand Prix Attack,35,0.412973,0.115301,0.377194,0.063665,4.425297
48x5_20260522_lr1e-9,250,Sicilian Defense: Löwenthal Variation,10,0.524293,0.083083,0.501852,0.056042,0.892396
48x5_20260522_lr1e-9,250,Sicilian Defense: Modern Variations,35,0.306325,0.077846,0.311342,0.025573,5.124474
48x5_20260522_lr1e-9,250,"Sicilian Defense: Modern Variations, Anti-Qxd4 Move Order",17,0.39361,0.118845,0.38408,0.073125,5.008097
48x5_20260522_lr1e-9,250,"Sicilian Defense: Modern Variations, Anti-Qxd4 Move Order Accepted",10,0.402428,0.062674,0.391511,0.061378,1.112534
48x5_20260522_lr1e-9,250,"Sicilian Defense: Modern Variations, Main Line",10,0.451888,0.062937,0.567433,0.085864,0.990081
48x5_20260522_lr1e-9,250,Sicilian Defense: Old Sicilian,35,0.367938,0.082381,0.32401,0.04858,4.891537
48x5_20260522_lr1e-9,250,Sicilian Defense: Open,17,0.478688,0.091832,0.45994,0.088346,1.919465
48x5_20260522_lr1e-9,250,Sicilian Defense: Taimanov Variation,9,0.578556,0.060524,0.45596,0.071935,0.650864
48x5_20260522_lr1e-9,260,Bishop's Opening,35,0.28838,0.128487,0.352661,0.054265,8.474592
48x5_20260522_lr1e-9,260,Bishop's Opening: Berlin Defense,28,0.354515,0.092467,0.308934,0.012975,5.336628
48x5_20260522_lr1e-9,260,Bogo-Indian Defense: Exchange Variation,18,0.423963,0.067523,0.347724,0.024347,1.06513
48x5_20260522_lr1e-9,260,Bogo-Indian Defense: Nimzowitsch Variation,18,0.290493,0.087773,0.301482,0.012573,5.984931
48x5_20260522_lr1e-9,260,Catalan Opening: Closed,24,0.371462,0.047214,0.379432,0.059839,3.12445
48x5_20260522_lr1e-9,260,Grünfeld Defense,10,0.384314,0.13875,0.346147,0.059713,6.099805
48x5_20260522_lr1e-9,260,Grünfeld Defense: Exchange Variation,10,0.466667,0.103272,0.436404,0.082957,2.595191
48x5_20260522_lr1e-9,260,Grünfeld Defense: Three Knights Variation,30,0.320555,0.104822,0.330739,0.060153,6.756803
48x5_20260522_lr1e-9,260,"Grünfeld Defense: Three Knights Variation, Petrosian System",21,0.252671,0.058106,0.377614,0.068151,4.639852
48x5_20260522_lr1e-9,260,Indian Defense: Anti-Nimzo-Indian,22,0.312468,0.054257,0.274575,0.03745,4.240366
48x5_20260522_lr1e-9,260,Indian Defense: London System,35,0.324578,0.06796,0.350224,0.05641,4.08892
48x5_20260522_lr1e-9,260,Italian Game: Classical Variation,18,0.375185,0.092358,0.364866,0.031454,4.802322
48x5_20260522_lr1e-9,260,"Italian Game: Classical Variation, Albin Gambit",16,0.341353,0.103973,0.380332,0.028566,6.368558
48x5_20260522_lr1e-9,260,"Italian Game: Classical Variation, Center Attack",16,0.48341,0.125193,0.428088,0.023157,5.025746
48x5_20260522_lr1e-9,260,"Italian Game: Classical Variation, Giuoco Pianissimo",35,0.326006,0.086868,0.346306,0.017855,5.939307
48x5_20260522_lr1e-9,260,"Italian Game: Giuoco Pianissimo, Normal",27,0.326561,0.068873,0.349352,0.016064,4.882231
48x5_20260522_lr1e-9,260,Italian Game: Giuoco Piano,22,0.358162,0.123888,0.369313,0.020547,7.170162
48x5_20260522_lr1e-9,260,"Italian Game: Two Knights Defense, Knight Attack, Normal Variation",25,0.435897,0.167924,0.444001,0.080385,6.467648
48x5_20260522_lr1e-9,260,"Italian Game: Two Knights Defense, Modern Bishop's Opening",31,0.314689,0.069366,0.299176,0.015923,4.530566
48x5_20260522_lr1e-9,260,"Italian Game: Two Knights Defense, Traxler Counterattack, Bishop Sacrifice Line",22,0.228173,0.082312,0.323835,0.020155,8.443994
48x5_20260522_lr1e-9,260,"Italian Game: Two Knights Defense, Traxler Counterattack, Knight Sacrifice Line",22,0.353412,0.134714,0.372124,0.029836,7.355352
48x5_20260522_lr1e-9,260,King's Indian Defense,10,0.362462,0.072598,0.405792,0.040393,4.415826
48x5_20260522_lr1e-9,260,King's Indian Defense: Fianchetto Variation,22,0.286355,0.057122,0.441064,0.108347,5.104263
48x5_20260522_lr1e-9,260,"King's Indian Defense: Fianchetto Variation, Delayed Fianchetto",16,0.239125,0.059457,0.291299,0.054513,6.643383
48x5_20260522_lr1e-9,260,King's Indian Defense: Four Pawns Attack,9,0.361382,0.064749,0.459675,0.05215,3.044386
48x5_20260522_lr1e-9,260,King's Indian Defense: Normal Variation,10,0.331788,0.044641,0.400227,0.041976,2.837207
48x5_20260522_lr1e-9,260,"King's Indian Defense: Normal Variation, King's Knight Variation",18,0.351003,0.091547,0.414267,0.048594,4.093535
48x5_20260522_lr1e-9,260,"King's Indian Defense: Normal Variation, Rare Defenses",24,0.380793,0.058504,0.43958,0.049356,2.460681
48x5_20260522_lr1e-9,260,King's Indian Defense: Smyslov Variation,21,0.32181,0.078473,0.407008,0.054143,3.796038
48x5_20260522_lr1e-9,260,London System,29,0.29915,0.07854,0.341028,0.051066,5.865554
48x5_20260522_lr1e-9,260,"London System, with Bd3",13,0.306376,0.065155,0.399965,0.07114,5.062005
48x5_20260522_lr1e-9,260,"London System, with Be2",13,0.300857,0.066541,0.383035,0.07741,5.093195
48x5_20260522_lr1e-9,260,Neo-Grünfeld Defense: with Nf3,24,0.361876,0.103926,0.320509,0.051207,5.309974
48x5_20260522_lr1e-9,260,Nimzo-Indian Defense,21,0.293267,0.039533,0.272688,0.013207,2.910434
48x5_20260522_lr1e-9,260,Nimzo-Indian Defense: Classical Variation,10,0.282912,0.075921,0.336314,0.019322,6.273611
48x5_20260522_lr1e-9,260,"Nimzo-Indian Defense: Classical Variation, Berlin Variation",10,0.375134,0.059049,0.339277,0.020024,2.750418
48x5_20260522_lr1e-9,260,Nimzo-Indian Defense: Three Knights Variation,30,0.307371,0.089787,0.326212,0.067083,4.138315
48x5_20260522_lr1e-9,260,Petrov's Defense: Italian Variation,20,0.374575,0.144183,0.314097,0.012347,7.746405
48x5_20260522_lr1e-9,260,Philidor Defense,51,0.303947,0.108213,0.3688,0.063277,7.447406
48x5_20260522_lr1e-9,260,Philidor Defense: Exchange Variation,20,0.421923,0.070531,0.372259,0.040539,1.193848
48x5_20260522_lr1e-9,260,Queen's Gambit Accepted,33,0.284204,0.08057,0.340622,0.036558,6.38602
48x5_20260522_lr1e-9,260,Queen's Gambit Accepted: Old Variation,34,0.372113,0.097522,0.377624,0.054529,4.57457
48x5_20260522_lr1e-9,260,Queen's Gambit Declined,38,0.31953,0.056292,0.336386,0.029532,4.277074
48x5_20260522_lr1e-9,260,Queen's Gambit Declined: Harrwitz Attack,34,0.402961,0.021162,0.334187,0.015322,0.966371
48x5_20260522_lr1e-9,260,Queen's Gambit Declined: Modern Variation,19,0.390441,0.037741,0.329033,0.019593,1.046316
48x5_20260522_lr1e-9,260,Queen's Gambit Declined: Ragozin Defense,39,0.386286,0.020637,0.329671,0.017334,1.010654
48x5_20260522_lr1e-9,260,Queen's Gambit Declined: Three Knights Variation,34,0.385934,0.024349,0.359526,0.014769,1.023793
48x5_20260522_lr1e-9,260,"Queen's Gambit Declined: Three Knights, Vienna Variation",9,0.131558,0.022653,0.303791,0.005946,7.371226
48x5_20260522_lr1e-9,260,"Queen's Gambit Declined: Vienna Variation, Quiet Variation",14,0.22283,0.036947,0.263161,0.008344,5.069252
48x5_20260522_lr1e-9,260,Queen's Pawn Game: Accelerated London System,98,0.291958,0.050147,0.320097,0.018738,2.681396
48x5_20260522_lr1e-9,260,Queen's Pawn Game: London System,35,0.288825,0.039937,0.323223,0.028665,2.880558
48x5_20260522_lr1e-9,260,"Ruy Lopez: Berlin Defense, Improved Steinitz Defense",10,0.410357,0.057672,0.373112,0.028875,4.246895
48x5_20260522_lr1e-9,260,Ruy Lopez: Exchange Variation,9,0.520164,0.105933,0.467343,0.036089,2.789516
48x5_20260522_lr1e-9,260,"Ruy Lopez: Exchange Variation, Lutikov Variation",10,0.488268,0.07429,0.401795,0.027337,2.48825
48x5_20260522_lr1e-9,260,"Ruy Lopez: Exchange Variation, Normal Variation",9,0.579192,0.076088,0.473418,0.034082,2.468363
48x5_20260522_lr1e-9,260,Ruy Lopez: Morphy Defense,9,0.412013,0.062291,0.497945,0.022661,4.610908
48x5_20260522_lr1e-9,260,"Ruy Lopez: Morphy Defense, Anderssen Variation",9,0.365717,0.071291,0.453968,0.026772,4.809993
48x5_20260522_lr1e-9,260,"Ruy Lopez: Morphy Defense, Caro Variation",10,0.400812,0.111191,0.460445,0.07087,5.991886
48x5_20260522_lr1e-9,260,Ruy Lopez: Steinitz Defense,17,0.367337,0.074537,0.371974,0.05218,4.957657
48x5_20260522_lr1e-9,260,Semi-Slav Defense,14,0.289251,0.047046,0.367238,0.0222,3.71587
48x5_20260522_lr1e-9,260,Semi-Slav Defense: Accelerated Move Order,17,0.336751,0.076028,0.33232,0.02061,5.083589
48x5_20260522_lr1e-9,260,Semi-Slav Defense: Main Line,17,0.407204,0.057709,0.323265,0.020431,2.937718
48x5_20260522_lr1e-9,260,Sicilian Defense,10,0.445957,0.089734,0.479263,0.074454,2.634709
48x5_20260522_lr1e-9,260,Sicilian Defense: Chekhover Variation,13,0.402531,0.053673,0.409734,0.052242,1.177226
48x5_20260522_lr1e-9,260,Sicilian Defense: Closed,66,0.337465,0.109387,0.361892,0.055075,6.504072
48x5_20260522_lr1e-9,260,"Sicilian Defense: Closed, Traditional",34,0.404496,0.123487,0.3396,0.063751,5.029093
48x5_20260522_lr1e-9,260,Sicilian Defense: Franco-Sicilian Variation,20,0.384459,0.106845,0.384879,0.075675,5.217043
48x5_20260522_lr1e-9,260,Sicilian Defense: Grand Prix Attack,35,0.410966,0.111791,0.377194,0.063665,3.969433
48x5_20260522_lr1e-9,260,Sicilian Defense: Löwenthal Variation,10,0.510471,0.078871,0.501852,0.056042,0.923453
48x5_20260522_lr1e-9,260,Sicilian Defense: Modern Variations,35,0.299826,0.071589,0.311342,0.025573,4.684213
48x5_20260522_lr1e-9,260,"Sicilian Defense: Modern Variations, Anti-Qxd4 Move Order",17,0.402505,0.124138,0.38408,0.073125,4.994573
48x5_20260522_lr1e-9,260,"Sicilian Defense: Modern Variations, Anti-Qxd4 Move Order Accepted",10,0.403449,0.061225,0.391511,0.061378,1.105919
48x5_20260522_lr1e-9,260,"Sicilian Defense: Modern Variations, Main Line",10,0.459438,0.059826,0.567433,0.085864,0.991291
48x5_20260522_lr1e-9,260,Sicilian Defense: Old Sicilian,35,0.373762,0.083085,0.32401,0.04858,4.426885
48x5_20260522_lr1e-9,260,Sicilian Defense: Open,17,0.477073,0.089675,0.45994,0.088346,1.91279
48x5_20260522_lr1e-9,260,Sicilian Defense: Taimanov Variation,9,0.568102,0.05277,0.45596,0.071935,0.6582
48x5_20260522_lr1e-9,270,Bishop's Opening,35,0.284068,0.126937,0.352661,0.054265,8.922172
48x5_20260522_lr1e-9,270,Bishop's Opening: Berlin Defense,28,0.343329,0.086903,0.308934,0.012975,5.350123
48x5_20260522_lr1e-9,270,Bogo-Indian Defense: Exchange Variation,18,0.437232,0.069015,0.347724,0.024347,1.044884
48x5_20260522_lr1e-9,270,Bogo-Indian Defense: Nimzowitsch Variation,18,0.310834,0.083727,0.301482,0.012573,5.005604
48x5_20260522_lr1e-9,270,Catalan Opening: Closed,24,0.382659,0.051894,0.379432,0.059839,3.106281
48x5_20260522_lr1e-9,270,Grünfeld Defense,10,0.395671,0.14457,0.346147,0.059713,6.071688
48x5_20260522_lr1e-9,270,Grünfeld Defense: Exchange Variation,10,0.478024,0.107221,0.436404,0.082957,2.567075
48x5_20260522_lr1e-9,270,Grünfeld Defense: Three Knights Variation,30,0.314314,0.108287,0.330739,0.060153,6.791053
48x5_20260522_lr1e-9,270,"Grünfeld Defense: Three Knights Variation, Petrosian System",21,0.245393,0.061988,0.377614,0.068151,4.683095
48x5_20260522_lr1e-9,270,Indian Defense: Anti-Nimzo-Indian,22,0.315275,0.056234,0.274575,0.03745,4.241522
48x5_20260522_lr1e-9,270,Indian Defense: London System,35,0.326861,0.073209,0.350224,0.05641,4.103993
48x5_20260522_lr1e-9,270,Italian Game: Classical Variation,18,0.373097,0.089703,0.364866,0.031454,3.966523
48x5_20260522_lr1e-9,270,"Italian Game: Classical Variation, Albin Gambit",16,0.33414,0.102804,0.380332,0.028566,5.456014
48x5_20260522_lr1e-9,270,"Italian Game: Classical Variation, Center Attack",16,0.479034,0.123328,0.428088,0.023157,4.095285
48x5_20260522_lr1e-9,270,"Italian Game: Classical Variation, Giuoco Pianissimo",35,0.32635,0.084819,0.346306,0.017855,5.058709
48x5_20260522_lr1e-9,270,"Italian Game: Giuoco Pianissimo, Normal",27,0.327227,0.063689,0.349352,0.016064,4.28461
48x5_20260522_lr1e-9,270,Italian Game: Giuoco Piano,22,0.352074,0.123854,0.369313,0.020547,6.512906
48x5_20260522_lr1e-9,270,"Italian Game: Two Knights Defense, Knight Attack, Normal Variation",25,0.432902,0.162788,0.444001,0.080385,5.836277
48x5_20260522_lr1e-9,270,"Italian Game: Two Knights Defense, Modern Bishop's Opening",31,0.320224,0.063286,0.299176,0.015923,3.974834
48x5_20260522_lr1e-9,270,"Italian Game: Two Knights Defense, Traxler Counterattack, Bishop Sacrifice Line",22,0.223356,0.075529,0.323835,0.020155,7.752281
48x5_20260522_lr1e-9,270,"Italian Game: Two Knights Defense, Traxler Counterattack, Knight Sacrifice Line",22,0.351422,0.129986,0.372124,0.029836,6.636384
48x5_20260522_lr1e-9,270,King's Indian Defense,10,0.363925,0.081508,0.405792,0.040393,4.423196
48x5_20260522_lr1e-9,270,King's Indian Defense: Fianchetto Variation,22,0.285383,0.058806,0.441064,0.108347,5.123131
48x5_20260522_lr1e-9,270,"King's Indian Defense: Fianchetto Variation, Delayed Fianchetto",16,0.232589,0.059232,0.291299,0.054513,6.681357
48x5_20260522_lr1e-9,270,King's Indian Defense: Four Pawns Attack,9,0.376319,0.080508,0.459675,0.05215,3.062711
48x5_20260522_lr1e-9,270,King's Indian Defense: Normal Variation,10,0.338925,0.055064,0.400227,0.041976,2.836291
48x5_20260522_lr1e-9,270,"King's Indian Defense: Normal Variation, King's Knight Variation",18,0.347446,0.093258,0.414267,0.048594,4.104822
48x5_20260522_lr1e-9,270,"King's Indian Defense: Normal Variation, Rare Defenses",24,0.389281,0.064891,0.43958,0.049356,2.461645
48x5_20260522_lr1e-9,270,King's Indian Defense: Smyslov Variation,21,0.317065,0.083613,0.407008,0.054143,3.8491
48x5_20260522_lr1e-9,270,London System,29,0.299311,0.086073,0.341028,0.051066,5.903086
48x5_20260522_lr1e-9,270,"London System, with Bd3",13,0.3149,0.068323,0.399965,0.07114,5.043167
48x5_20260522_lr1e-9,270,"London System, with Be2",13,0.305861,0.070966,0.383035,0.07741,5.098853
48x5_20260522_lr1e-9,270,Neo-Grünfeld Defense: with Nf3,24,0.368971,0.111682,0.320509,0.051207,5.317871
48x5_20260522_lr1e-9,270,Nimzo-Indian Defense,21,0.299411,0.040069,0.272688,0.013207,2.900023
48x5_20260522_lr1e-9,270,Nimzo-Indian Defense: Classical Variation,10,0.279829,0.069939,0.336314,0.019322,4.7125
48x5_20260522_lr1e-9,270,"Nimzo-Indian Defense: Classical Variation, Berlin Variation",10,0.357941,0.054321,0.339277,0.020024,2.779632
48x5_20260522_lr1e-9,270,Nimzo-Indian Defense: Three Knights Variation,30,0.305234,0.090919,0.326212,0.067083,4.157883
48x5_20260522_lr1e-9,270,Petrov's Defense: Italian Variation,20,0.376026,0.138634,0.314097,0.012347,6.934693
48x5_20260522_lr1e-9,270,Philidor Defense,51,0.304921,0.103186,0.3688,0.063277,6.820557
48x5_20260522_lr1e-9,270,Philidor Defense: Exchange Variation,20,0.412632,0.057329,0.372259,0.040539,1.170594
48x5_20260522_lr1e-9,270,Queen's Gambit Accepted,33,0.296368,0.099531,0.340622,0.036558,6.864286
48x5_20260522_lr1e-9,270,Queen's Gambit Accepted: Old Variation,34,0.363032,0.091315,0.377624,0.054529,4.597514
48x5_20260522_lr1e-9,270,Queen's Gambit Declined,38,0.318831,0.056216,0.336386,0.029532,4.280678
48x5_20260522_lr1e-9,270,Queen's Gambit Declined: Harrwitz Attack,34,0.405917,0.021616,0.334187,0.015322,0.959775
48x5_20260522_lr1e-9,270,Queen's Gambit Declined: Modern Variation,19,0.395384,0.03774,0.329033,0.019593,1.032049
48x5_20260522_lr1e-9,270,Queen's Gambit Declined: Ragozin Defense,39,0.383801,0.02247,0.329671,0.017334,1.02502
48x5_20260522_lr1e-9,270,Queen's Gambit Declined: Three Knights Variation,34,0.388894,0.025082,0.359526,0.014769,1.018251
48x5_20260522_lr1e-9,270,"Queen's Gambit Declined: Three Knights, Vienna Variation",9,0.132997,0.022458,0.303791,0.005946,7.350781
48x5_20260522_lr1e-9,270,"Queen's Gambit Declined: Vienna Variation, Quiet Variation",14,0.241286,0.043185,0.263161,0.008344,5.034887
48x5_20260522_lr1e-9,270,Queen's Pawn Game: Accelerated London System,98,0.286324,0.043533,0.320097,0.018738,2.388191
48x5_20260522_lr1e-9,270,Queen's Pawn Game: London System,35,0.29821,0.03954,0.323223,0.028665,2.02004
48x5_20260522_lr1e-9,270,"Ruy Lopez: Berlin Defense, Improved Steinitz Defense",10,0.405209,0.057849,0.373112,0.028875,4.261967
48x5_20260522_lr1e-9,270,Ruy Lopez: Exchange Variation,9,0.500944,0.102128,0.467343,0.036089,2.817851
48x5_20260522_lr1e-9,270,"Ruy Lopez: Exchange Variation, Lutikov Variation",10,0.472516,0.070077,0.401795,0.027337,2.513752
48x5_20260522_lr1e-9,270,"Ruy Lopez: Exchange Variation, Normal Variation",9,0.560203,0.0748,0.473418,0.034082,2.50305
48x5_20260522_lr1e-9,270,Ruy Lopez: Morphy Defense,9,0.393537,0.055362,0.497945,0.022661,4.645251
48x5_20260522_lr1e-9,270,"Ruy Lopez: Morphy Defense, Anderssen Variation",9,0.34724,0.062651,0.453968,0.026772,4.844336
48x5_20260522_lr1e-9,270,"Ruy Lopez: Morphy Defense, Caro Variation",10,0.384183,0.104613,0.460445,0.07087,6.022794
48x5_20260522_lr1e-9,270,Ruy Lopez: Steinitz Defense,17,0.357093,0.076297,0.371974,0.05218,5.000466
48x5_20260522_lr1e-9,270,Semi-Slav Defense,14,0.292317,0.046834,0.367238,0.0222,3.697902
48x5_20260522_lr1e-9,270,Semi-Slav Defense: Accelerated Move Order,17,0.340936,0.07715,0.33232,0.02061,5.078714
48x5_20260522_lr1e-9,270,Semi-Slav Defense: Main Line,17,0.405615,0.055598,0.323265,0.020431,2.937126
48x5_20260522_lr1e-9,270,Sicilian Defense,10,0.435403,0.098817,0.479263,0.074454,2.681627
48x5_20260522_lr1e-9,270,Sicilian Defense: Chekhover Variation,13,0.380749,0.070992,0.409734,0.052242,1.287891
48x5_20260522_lr1e-9,270,Sicilian Defense: Closed,66,0.337887,0.108824,0.361892,0.055075,6.269845
48x5_20260522_lr1e-9,270,"Sicilian Defense: Closed, Traditional",34,0.401681,0.121826,0.3396,0.063751,5.043706
48x5_20260522_lr1e-9,270,Sicilian Defense: Franco-Sicilian Variation,20,0.376705,0.108128,0.384879,0.075675,5.24416
48x5_20260522_lr1e-9,270,Sicilian Defense: Grand Prix Attack,35,0.419017,0.121121,0.377194,0.063665,3.543681
48x5_20260522_lr1e-9,270,Sicilian Defense: Löwenthal Variation,10,0.50947,0.080693,0.501852,0.056042,0.922049
48x5_20260522_lr1e-9,270,Sicilian Defense: Modern Variations,35,0.304109,0.077519,0.311342,0.025573,5.136995
48x5_20260522_lr1e-9,270,"Sicilian Defense: Modern Variations, Anti-Qxd4 Move Order",17,0.401728,0.13382,0.38408,0.073125,5.051794
48x5_20260522_lr1e-9,270,"Sicilian Defense: Modern Variations, Anti-Qxd4 Move Order Accepted",10,0.389212,0.068425,0.391511,0.061378,1.221974
48x5_20260522_lr1e-9,270,"Sicilian Defense: Modern Variations, Main Line",10,0.473914,0.074545,0.567433,0.085864,0.976609
48x5_20260522_lr1e-9,270,Sicilian Defense: Old Sicilian,35,0.366208,0.080943,0.32401,0.04858,4.440375
48x5_20260522_lr1e-9,270,Sicilian Defense: Open,17,0.471257,0.088638,0.45994,0.088346,1.924009
48x5_20260522_lr1e-9,270,Sicilian Defense: Taimanov Variation,9,0.570192,0.052913,0.45596,0.071935,0.653741
48x5_20260522_lr1e-9,280,Bishop's Opening,35,0.292997,0.128728,0.352661,0.054265,8.464007
48x5_20260522_lr1e-9,280,Bishop's Opening: Berlin Defense,28,0.345665,0.100237,0.308934,0.012975,5.398189
48x5_20260522_lr1e-9,280,Bogo-Indian Defense: Exchange Variation,18,0.442466,0.079614,0.347724,0.024347,1.032617
48x5_20260522_lr1e-9,280,Bogo-Indian Defense: Nimzowitsch Variation,18,0.324131,0.095506,0.301482,0.012573,4.965532
48x5_20260522_lr1e-9,280,Catalan Opening: Closed,24,0.379468,0.04804,0.379432,0.059839,3.108715
48x5_20260522_lr1e-9,280,Grünfeld Defense,10,0.370474,0.131577,0.346147,0.059713,6.137414
48x5_20260522_lr1e-9,280,Grünfeld Defense: Exchange Variation,10,0.454684,0.099763,0.436404,0.082957,2.632731
48x5_20260522_lr1e-9,280,Grünfeld Defense: Three Knights Variation,30,0.313805,0.103741,0.330739,0.060153,6.772429
48x5_20260522_lr1e-9,280,"Grünfeld Defense: Three Knights Variation, Petrosian System",21,0.246312,0.056068,0.377614,0.068151,4.643862
48x5_20260522_lr1e-9,280,Indian Defense: Anti-Nimzo-Indian,22,0.311718,0.059243,0.274575,0.03745,4.262082
48x5_20260522_lr1e-9,280,Indian Defense: London System,35,0.322169,0.07214,0.350224,0.05641,4.544721
48x5_20260522_lr1e-9,280,Italian Game: Classical Variation,18,0.380572,0.089731,0.364866,0.031454,3.944113
48x5_20260522_lr1e-9,280,"Italian Game: Classical Variation, Albin Gambit",16,0.337206,0.089134,0.380332,0.028566,5.429569
