network,step,opening,n_moves,mean_lc0_prob,var_lc0_prob,mean_human_prob,var_human_prob,nll_sum,human_nll_sum
48x5_20260611_lr1e-9,20,"Italian Game: Classical Variation, Center Attack",16,0.472666,0.119018,0.428088,0.023157,65.977754,14.92749
48x5_20260611_lr1e-9,20,"Italian Game: Classical Variation, Giuoco Pianissimo",35,0.330735,0.086557,0.346306,0.017855,162.4548,39.841182
48x5_20260611_lr1e-9,20,"Italian Game: Giuoco Pianissimo, Normal",27,0.325692,0.066866,0.349352,0.016064,116.311127,30.233633
48x5_20260611_lr1e-9,20,Italian Game: Giuoco Piano,22,0.350241,0.112259,0.369313,0.020547,127.341763,23.673696
48x5_20260611_lr1e-9,20,"Italian Game: Two Knights Defense, Knight Attack, Normal Variation",25,0.443324,0.16269,0.444001,0.080385,115.541339,30.973696
48x5_20260611_lr1e-9,20,"Italian Game: Two Knights Defense, Modern Bishop's Opening",31,0.309278,0.06544,0.299176,0.015923,124.858827,40.095809
48x5_20260611_lr1e-9,20,"Italian Game: Two Knights Defense, Traxler Counterattack, Bishop Sacrifice Line",22,0.236197,0.082618,0.323835,0.020155,154.197756,27.153871
48x5_20260611_lr1e-9,20,"Italian Game: Two Knights Defense, Traxler Counterattack, Knight Sacrifice Line",22,0.363644,0.133617,0.372124,0.029836,129.842181,24.647432
48x5_20260611_lr1e-9,20,King's Indian Defense,10,0.365057,0.077008,0.405792,0.040393,44.157852,10.220564
48x5_20260611_lr1e-9,20,King's Indian Defense: Fianchetto Variation,22,0.296332,0.05871,0.441064,0.108347,111.345869,26.620346
48x5_20260611_lr1e-9,20,"King's Indian Defense: Fianchetto Variation, Delayed Fianchetto",16,0.23858,0.058558,0.291299,0.054513,106.044367,25.066807
48x5_20260611_lr1e-9,20,King's Indian Defense: Four Pawns Attack,9,0.379352,0.067246,0.459675,0.05215,26.7437,8.295772
48x5_20260611_lr1e-9,20,King's Indian Defense: Normal Variation,10,0.346957,0.047953,0.400227,0.041976,27.943054,10.360807
48x5_20260611_lr1e-9,20,"King's Indian Defense: Normal Variation, King's Knight Variation",18,0.360376,0.096024,0.414267,0.048594,87.076245,18.514729
48x5_20260611_lr1e-9,20,"King's Indian Defense: Normal Variation, Rare Defenses",24,0.393569,0.060459,0.43958,0.049356,58.255872,22.951681
48x5_20260611_lr1e-9,20,King's Indian Defense: Smyslov Variation,21,0.331376,0.080453,0.407008,0.054143,78.41914,22.122515
48x5_20260611_lr1e-9,20,London System,29,0.299974,0.081749,0.341028,0.051066,170.698668,39.710726
48x5_20260611_lr1e-9,20,"London System, with Bd3",13,0.33109,0.06535,0.399965,0.07114,64.910244,14.833596
48x5_20260611_lr1e-9,20,"London System, with Be2",13,0.326474,0.066816,0.383035,0.07741,65.266919,15.926746
48x5_20260611_lr1e-9,20,Neo-Grünfeld Defense: with Nf3,24,0.376406,0.100327,0.320509,0.051207,126.003332,33.330833
48x5_20260611_lr1e-9,20,Nimzo-Indian Defense,21,0.293581,0.038335,0.272688,0.013207,60.841684,28.684242
48x5_20260611_lr1e-9,20,Nimzo-Indian Defense: Classical Variation,10,0.26195,0.073064,0.336314,0.019322,63.520724,11.678434
48x5_20260611_lr1e-9,20,"Nimzo-Indian Defense: Classical Variation, Berlin Variation",10,0.356395,0.058801,0.339277,0.020024,28.078079,11.632695
48x5_20260611_lr1e-9,20,Nimzo-Indian Defense: Three Knights Variation,30,0.302715,0.089538,0.326212,0.067083,124.63174,48.718731
48x5_20260611_lr1e-9,20,Petrov's Defense: Italian Variation,20,0.39015,0.140083,0.314097,0.012347,137.846331,24.594656
48x5_20260611_lr1e-9,20,Philidor Defense,51,0.317641,0.103284,0.3688,0.063277,330.962767,67.006097
48x5_20260611_lr1e-9,20,Philidor Defense: Exchange Variation,20,0.423027,0.053455,0.372259,0.040539,22.173968,23.163618
